0.122,0.266,0.724,0.353,0.726,0.724,0.355,0.509,0.854,0.611,0.830,0.204,0.280,0.119,0.501,0.848,0.991,0.461,0.710,0.484,0.537,0.113,0.379,0.992,0.196,0.095,0.816,0.567,0.929,0.280,0.697,0.977,0.825,0.507,0.983,0.241,0.057,0.927,0.697,0.956
0.839,0.347,0.730,0.018,0.426,0.014,0.030,0.038,0.877,0.370,0.187,0.560,0.455,0.719,0.882,0.601,0.674,0.890,0.006,0.497,0.797,0.575,0.386,0.708,0.808,0.652,0.091,0.996,0.189,0.747,0.181,0.500,0.256,0.036,0.602,0.548,0.344,0.111,0.101,0.907
0.601,0.398,0.093,0.245,0.276,0.007,0.964,0.642,0.275,0.016,0.274,0.897,0.210,0.949,0.559,0.687,0.323,0.880,0.446,0.308,0.966,0.061,0.220,0.338,0.373,0.230,0.199,0.270,0.804,0.259,0.803,0.601,0.317,0.826,0.526,0.484,0.477,0.605,0.824,0.505
0.686,0.045,0.714,0.253,0.222,0.492,0.778,0.424,0.393,0.144,0.807,0.988,0.223,0.078,0.902,0.869,0.887,0.938,0.979,0.133,0.734,0.421,0.127,0.150,0.751,0.193,0.216,0.387,0.292,0.092,0.933,0.856,0.408,0.977,0.661,0.998,0.934,0.185,0.611,0.302
0.791,0.094,0.795,0.395,0.305,0.498,0.878,0.529,0.103,0.478,0.147,0.002,0.186,0.659,0.031,0.813,0.827,0.899,0.841,0.563,0.649,0.151,0.273,0.308,0.104,0.575,0.199,0.400,0.616,0.641,0.106,0.162,0.315,0.870,0.253,0.215,0.256,0.812,0.067,0.143
0.923,0.011,0.817,0.554,0.703,0.308,0.002,0.164,0.037,0.899,0.087,0.885,0.480,0.777,0.723,0.027,0.274,0.131,0.883,0.492,0.063,0.200,0.126,0.368,0.494,0.997,0.914,0.820,0.195,0.189,0.827,0.443,0.281,0.820,0.022,0.290,0.895,0.634,0.644,0.321
0.484,0.814,0.917,0.908,0.260,0.614,0.901,0.923,0.119,0.634,0.599,0.361,0.768,0.479,0.874,0.792,0.893,0.664,0.178,0.343,0.285,0.437,0.102,0.096,0.312,0.044,0.369,0.866,0.565,0.692,0.609,0.036,0.775,0.296,0.615,0.106,0.226,0.338,0.676,0.170
0.006,0.430,0.503,0.809,0.898,0.382,0.684,0.448,0.745,0.035,0.034,0.800,0.455,0.546,0.412,0.670,0.451,0.659,0.122,0.456,0.152,0.857,0.684,0.218,0.489,0.948,0.146,0.358,0.020,0.705,0.024,0.805,0.674,0.176,0.017,0.618,0.483,0.290,0.753,0.069
0.939,0.510,0.891,0.928,0.758,0.586,0.525,0.606,0.502,0.629,0.470,0.353,0.155,0.584,0.151,0.705,0.997,0.838,0.509,0.879,0.558,0.869,0.783,0.360,0.459,0.722,0.825,0.799,0.639,0.357,0.301,0.350,0.548,0.960,0.260,0.942,0.676,0.316,0.082,0.764
0.975,0.505,0.880,0.928,0.089,0.288,0.308,0.071,0.148,0.292,0.152,0.495,0.163,0.888,0.765,0.630,0.667,0.131,0.774,0.492,0.600,0.963,0.459,0.234,0.203,0.935,0.979,0.244,0.080,0.354,0.208,0.049,0.261,0.517,0.306,0.996,0.977,0.916,0.126,0.135
0.354,0.704,0.701,0.001,0.269,0.798,0.336,0.402,0.100,0.408,0.976,0.210,0.934,0.116,0.804,0.897,0.377,0.193,0.547,0.451,0.920,0.197,0.833,0.209,0.148,0.405,0.086,0.389,0.200,0.444,0.758,0.210,0.020,0.128,0.148,0.526,0.915,0.757,0.602,0.178
0.921,0.956,0.990,0.716,0.411,0.859,0.737,0.691,0.264,0.964,0.188,0.062,0.360,0.493,0.176,0.822,0.532,0.595,0.620,0.181,0.175,0.825,0.841,0.662,0.693,0.618,0.060,0.544,0.991,0.539,0.343,0.132,0.971,0.173,0.941,0.552,0.585,0.619,0.061,0.328
0.144,0.435,0.472,0.291,0.737,0.470,0.318,0.368,0.145,0.136,0.343,0.942,0.976,0.917,0.801,0.177,0.645,0.619,0.257,0.047,0.231,0.645,0.712,0.625,0.267,0.029,0.724,0.273,0.457,0.688,0.506,0.906,0.420,0.222,0.346,0.856,0.101,0.024,0.910,0.586
0.736,0.787,0.982,0.672,0.292,0.294,0.353,0.620,0.817,0.447,0.348,0.522,0.446,0.201,0.412,0.940,0.907,0.585,0.045,0.037,0.811,0.947,0.606,0.276,0.020,0.137,0.911,0.994,0.095,0.749,0.594,0.932,0.878,0.412,0.714,0.332,0.930,0.554,0.702,0.808
0.993,0.299,0.715,0.797,0.668,0.301,0.942,0.078,0.597,0.699,0.852,0.818,0.837,0.511,0.278,0.061,0.567,0.785,0.243,0.699,0.469,0.487,0.044,0.840,0.634,0.928,0.186,0.298,0.396,0.390,0.645,0.919,0.987,0.963,0.015,0.034,0.202,0.414,0.252,0.888
0.134,0.771,0.682,0.843,0.420,0.685,0.071,0.699,0.349,0.227,0.797,0.100,0.150,0.620,0.123,0.483,0.805,0.920,0.843,0.322,0.753,0.143,0.398,0.333,0.592,0.831,0.878,0.834,0.034,0.260,0.921,0.276,0.542,0.608,0.925,0.655,0.628,0.197,0.054,0.207
0.851,0.627,0.711,0.475,0.878,0.867,0.725,0.435,0.864,0.644,0.665,0.870,0.286,0.316,0.496,0.772,0.861,0.635,0.492,0.711,0.511,0.074,0.525,0.508,0.789,0.394,0.013,0.499,0.268,0.724,0.129,0.644,0.819,0.788,0.980,0.440,0.729,0.189,0.315,0.252
0.618,0.572,0.314,0.214,0.075,0.219,0.958,0.121,0.027,0.945,0.585,0.722,0.662,0.005,0.025,0.898,0.350,0.678,0.595,0.950,0.776,0.210,0.158,0.447,0.798,0.338,0.441,0.972,0.762,0.156,0.966,0.128,0.334,0.354,0.464,0.556,0.770,0.991,0.473,0.997
0.417,0.368,0.899,0.675,0.553,0.586,0.752,0.629,1.000,0.742,0.197,0.329,0.073,0.700,0.092,0.491,0.183,0.520,0.474,0.604,0.969,0.352,0.177,0.060,0.174,0.409,0.675,0.992,0.704,0.733,0.329,0.829,0.994,0.508,0.681,0.927,0.789,0.300,0.848,0.736
0.187,0.999,0.615,0.301,0.057,0.472,0.246,0.242,0.850,0.622,0.237,0.838,0.852,0.858,0.905,0.358,0.151,0.227,0.235,0.895,0.940,0.182,0.867,0.459,0.061,0.215,0.607,0.228,0.749,0.877,0.965,0.850,0.410,0.579,0.301,0.417,0.910,0.601,0.992,0.917
0.010,0.791,0.887,0.820,0.149,0.079,0.382,0.617,0.005,0.094,0.553,0.866,0.645,0.938,0.784,0.840,0.664,0.527,0.894,0.196,0.707,0.548,0.507,0.148,0.804,0.764,0.106,0.502,0.519,0.979,0.195,0.153,0.338,0.327,0.521,0.448,0.946,0.420,0.150,0.449
0.954,0.964,0.740,0.488,0.245,0.545,0.481,0.449,0.412,0.801,0.465,0.431,0.003,0.377,0.926,0.362,0.963,0.358,0.675,0.682,0.897,0.694,0.219,0.707,0.210,0.537,0.205,0.580,0.847,0.641,0.815,0.043,0.846,0.655,0.568,0.103,0.594,0.689,0.921,0.306
0.899,0.869,0.018,0.970,0.185,0.573,0.501,0.243,0.650,0.298,0.800,0.119,0.808,0.617,0.126,0.687,0.629,0.641,0.979,0.561,0.532,0.731,0.118,0.823,0.039,0.184,0.457,0.664,0.725,0.998,0.272,0.412,0.194,0.227,0.315,0.426,0.514,0.769,0.824,0.162
0.429,0.477,0.759,0.886,0.872,0.468,0.827,0.156,0.061,0.239,0.913,0.405,0.349,0.049,0.277,0.946,0.268,0.959,0.309,0.192,0.609,0.031,0.025,0.129,0.165,0.440,0.271,0.928,0.334,0.512,0.566,0.567,0.576,0.329,0.564,0.557,0.791,0.101,0.005,0.953
0.423,0.366,0.610,0.014,0.557,0.574,0.141,0.260,0.397,0.132,0.537,0.262,0.787,0.501,0.429,0.123,0.010,0.338,0.615,0.567,0.308,0.364,0.459,0.939,0.380,0.064,0.423,0.615,0.072,0.597,0.201,0.514,0.644,0.485,0.503,0.701,0.694,0.775,0.382,0.542
0.303,0.198,0.547,0.938,0.289,0.481,0.162,0.982,0.889,0.678,0.444,0.343,0.850,0.455,0.860,0.384,0.511,0.153,0.982,0.183,0.839,0.684,0.192,0.645,0.616,0.311,0.777,0.401,0.862,0.969,0.268,0.742,0.990,0.180,0.614,0.800,0.986,0.719,0.752,0.857
0.696,0.583,0.066,0.223,0.338,0.619,0.196,0.272,0.373,0.399,0.465,0.954,0.622,0.705,0.261,0.060,0.844,0.902,0.297,0.840,0.549,0.902,0.912,0.224,0.037,0.490,0.863,0.881,0.288,0.644,0.409,0.847,0.646,0.160,0.032,0.335,0.646,0.527,0.897,0.266
0.676,0.157,0.708,0.550,0.740,0.367,0.641,0.713,0.756,0.691,0.603,0.806,0.574,0.343,0.528,0.655,0.967,0.449,0.742,0.759,0.277,0.628,0.175,0.452,0.538,0.937,0.437,0.704,0.165,0.478,0.876,0.265,0.754,0.952,0.042,0.499,0.427,0.972,0.690,0.647
0.749,0.946,0.763,0.961,0.564,0.502,0.696,0.006,0.528,0.718,0.489,0.131,0.148,0.760,0.838,0.119,0.306,0.391,0.007,0.169,0.068,0.348,0.222,0.597,0.460,0.194,0.417,0.447,0.912,0.092,0.839,0.322,0.313,0.755,0.980,0.421,0.557,0.614,0.345,0.225
0.884,0.135,0.145,0.645,0.046,0.846,0.848,0.289,0.147,0.898,0.519,0.005,0.326,0.980,0.774,0.129,0.554,0.966,0.507,0.212,0.713,0.555,0.915,0.127,0.362,0.073,0.463,0.415,0.999,0.894,0.212,0.779,0.206,0.318,0.356,0.057,0.760,0.968,0.532,0.171
0.407,0.427,0.358,0.262,0.956,0.092,0.527,0.882,0.506,0.284,0.163,0.047,0.884,0.843,0.995,0.767,0.288,0.161,0.374,0.730,0.164,0.964,0.995,0.575,0.199,0.071,0.921,0.544,0.872,0.710,0.060,0.895,0.086,0.149,0.550,0.280,0.407,0.277,0.385,0.965
0.099,0.358,0.071,0.422,0.908,0.691,0.149,0.906,0.742,0.017,0.579,0.242,0.136,0.464,0.272,0.214,0.381,0.320,0.104,0.422,0.087,0.687,0.880,0.898,0.070,0.004,0.546,0.058,0.980,0.263,0.719,0.624,0.957,0.243,0.692,0.799,0.564,0.592,0.144,0.866
0.636,0.068,0.579,0.588,0.169,0.021,0.879,0.956,0.865,0.070,0.439,0.743,0.690,0.390,0.244,0.814,0.689,0.864,0.884,0.752,0.710,0.258,0.529,0.973,0.971,0.956,0.748,0.245,0.412,0.388,0.895,0.259,0.200,0.548,0.906,0.164,0.145,0.275,0.177,0.607
0.401,0.588,0.836,0.628,0.501,0.257,0.842,0.190,0.625,0.166,0.724,0.436,0.994,0.356,0.305,0.537,0.094,0.875,0.860,0.634,0.108,0.677,0.696,0.463,0.602,0.921,0.083,0.963,0.570,0.587,0.355,0.161,0.317,0.772,0.851,0.941,0.179,0.579,0.055,0.600
0.300,0.292,0.694,0.057,0.750,0.455,0.906,0.740,0.316,0.721,0.688,0.557,0.645,0.643,0.130,0.485,0.950,0.192,0.631,0.012,0.325,0.232,0.814,0.660,0.459,0.424,0.359,0.725,0.740,0.244,0.518,0.349,0.448,0.512,0.807,0.179,0.936,0.752,0.810,0.479
0.522,0.161,0.980,0.160,0.706,0.480,0.209,1.000,0.431,0.090,0.805,0.098,0.544,0.483,0.943,0.376,0.922,0.631,0.375,0.896,0.089,0.102,0.632,0.177,0.427,0.456,0.388,0.353,0.115,0.512,0.117,0.940,0.410,0.147,0.027,0.682,0.861,0.980,0.657,0.762
0.480,0.415,0.354,0.594,0.916,0.802,0.196,0.065,0.797,0.936,0.647,0.811,0.037,0.442,0.525,0.974,0.276,0.760,0.054,0.592,0.380,0.175,0.930,0.933,0.615,0.084,0.440,0.937,0.473,0.187,0.120,0.544,0.811,0.784,0.337,0.204,0.825,0.073,0.110,0.664
0.498,0.027,0.871,0.258,0.522,0.696,0.366,0.513,0.950,0.837,0.787,0.776,0.784,0.609,0.711,0.967,0.186,0.056,0.104,0.937,0.578,0.609,0.373,0.135,0.934,0.497,0.923,0.620,0.518,0.174,0.647,0.829,0.056,0.086,0.303,0.880,0.938,0.890,0.376,0.926
0.524,0.304,0.170,0.312,0.749,0.562,0.047,0.133,0.730,0.862,0.604,0.923,0.505,0.905,0.149,0.548,0.210,0.341,0.937,0.055,0.058,0.828,0.290,0.130,0.261,0.998,0.861,0.959,0.139,0.456,0.768,0.441,0.516,0.453,0.760,0.114,0.630,0.362,0.643,0.870
0.161,0.973,0.721,0.649,0.421,0.588,0.947,0.650,0.365,0.419,0.650,0.866,0.279,0.179,0.946,0.595,0.945,0.326,0.715,0.140,0.882,0.196,0.277,0.663,0.499,0.398,0.258,0.413,0.724,0.616,0.592,0.159,0.670,0.223,0.833,0.485,0.747,0.218,0.954,0.550
0.400,0.964,0.537,0.219,0.058,0.267,0.521,0.659,0.229,0.235,0.291,0.326,0.561,0.546,0.078,0.173,0.281,0.426,0.335,0.579,0.474,0.280,0.792,0.213,0.220,0.612,0.819,0.998,0.364,0.894,0.239,0.006,0.455,0.943,0.375,0.150,0.824,0.180,0.288,0.553
0.347,0.828,0.814,0.228,0.545,0.816,0.788,0.210,0.493,0.127,0.669,0.157,0.156,0.383,0.676,0.757,0.756,0.142,0.164,0.930,0.065,0.125,0.261,0.451,0.176,0.234,0.300,0.843,0.642,0.038,0.340,0.297,0.682,0.875,0.597,0.698,0.214,0.716,0.588,0.219
0.082,0.383,0.333,0.438,0.559,0.281,0.641,0.927,0.854,0.158,0.929,0.212,0.073,0.385,0.926,0.708,0.965,0.131,0.775,0.625,0.365,0.141,0.352,0.829,0.689,0.040,0.232,0.865,0.053,0.642,0.697,0.118,0.009,0.805,0.686,0.976,0.530,0.432,0.646,0.553
0.875,0.255,0.150,0.802,0.343,0.732,0.056,0.860,0.252,0.680,0.511,0.872,0.497,0.526,0.631,0.619,0.047,0.750,0.230,0.677,0.347,0.375,0.535,0.724,0.243,0.549,0.088,0.470,0.294,0.647,0.937,0.652,0.782,0.649,0.860,0.365,0.972,0.491,0.581,0.978
0.335,0.093,0.470,0.924,0.209,0.780,0.962,0.432,0.430,0.922,0.864,0.136,0.789,0.541,0.722,0.547,0.351,0.041,0.155,0.948,0.179,0.989,0.031,0.207,0.436,0.777,0.889,0.092,0.509,0.517,0.825,0.631,0.239,0.090,0.209,0.691,0.541,0.525,0.378,0.262
0.187,0.675,0.820,0.895,0.300,0.712,0.987,0.930,0.694,0.207,0.122,0.353,0.492,0.867,0.105,0.568,0.504,0.576,0.278,0.721,0.853,0.906,0.921,0.259,0.628,0.838,0.309,0.265,0.933,0.547,0.124,0.739,0.223,0.040,0.435,0.673,0.047,0.358,0.948,0.393
0.775,0.097,0.659,0.478,0.351,0.947,0.440,0.214,0.237,0.087,0.714,0.062,0.819,0.213,0.341,0.396,0.023,0.833,0.026,0.939,0.261,0.301,0.275,0.037,0.010,0.179,0.798,0.802,0.807,0.706,0.623,0.357,0.474,0.035,0.507,0.568,0.438,0.953,0.465,0.156
0.475,0.819,0.891,0.049,0.207,0.153,0.688,0.247,0.726,0.185,0.552,0.641,0.836,0.258,0.316,0.638,0.862,0.198,0.426,0.545,0.285,0.705,0.782,0.386,0.220,0.352,0.603,0.719,0.622,0.350,0.242,0.160,0.336,0.566,0.314,0.766,0.565,0.088,0.542,0.148
0.361,0.974,0.492,0.019,0.617,0.228,0.841,0.521,0.721,0.179,0.346,0.270,0.551,0.748,0.733,0.308,0.231,0.970,0.199,0.688,0.791,0.150,0.439,0.315,0.525,0.651,0.480,0.815,0.352,0.584,0.895,0.375,0.514,0.394,0.594,0.045,0.475,0.271,0.530,0.841
0.752,0.774,0.645,0.534,0.409,0.933,0.599,0.821,0.087,0.039,0.022,0.180,0.719,0.263,0.916,0.464,0.028,0.649,0.657,0.001,0.284,0.218,0.833,0.170,0.916,0.172,0.608,0.647,0.544,0.627,0.900,0.273,0.672,0.543,0.745,0.895,0.632,0.944,0.252,0.707
0.701,0.660,0.693,0.403,0.488,0.739,0.628,0.704,0.592,0.688,0.740,0.056,0.384,0.809,0.242,0.151,0.752,0.316,0.373,0.764,0.382,0.958,0.211,0.254,0.020,0.402,0.318,0.270,0.579,0.468,0.451,0.163,0.208,0.262,0.109,0.727,0.098,0.240,0.471,0.536
0.828,0.794,0.270,0.121,0.895,0.078,0.248,0.023,0.958,0.540,0.386,0.624,0.687,0.047,0.468,0.128,0.059,0.678,0.855,0.583,0.255,0.256,0.337,0.844,0.699,0.847,0.072,0.650,0.557,0.387,0.039,0.994,0.516,0.846,0.820,0.387,0.466,0.409,0.772,0.670
0.038,0.096,0.217,0.677,0.190,0.578,0.472,0.512,0.225,0.272,0.930,0.429,0.070,0.965,0.517,0.457,0.422,0.022,0.656,0.388,0.464,0.614,0.890,0.776,0.497,0.700,0.077,0.106,0.897,0.943,0.191,0.424,0.063,0.792,0.337,0.993,0.026,0.560,0.072,0.441
0.626,0.921,0.113,0.719,0.356,0.638,0.969,0.034,0.551,0.015,0.518,0.927,0.004,0.183,0.937,0.374,0.120,0.221,0.170,0.789,0.483,0.230,0.622,0.106,0.332,0.994,0.631,0.337,0.559,0.216,0.756,0.277,0.225,0.797,0.771,0.732,0.589,0.952,0.932,0.134
0.798,0.386,0.601,0.287,0.243,0.108,0.086,0.431,0.473,0.123,0.410,0.196,0.456,0.254,0.654,0.681,0.362,0.801,0.651,0.445,0.277,0.618,0.257,0.476,0.939,0.835,0.757,0.729,0.522,0.596,0.027,0.371,0.276,0.561,0.472,0.810,0.465,0.865,0.308,0.505
0.337,0.777,0.228,0.115,0.674,0.107,0.827,0.216,0.199,0.776,0.216,0.299,0.416,0.801,0.143,0.131,0.737,0.430,0.882,0.753,0.653,0.957,0.827,0.946,0.615,0.426,0.915,0.285,0.415,0.910,0.202,0.428,0.346,0.892,0.871,0.378,0.593,0.096,0.381,0.780
0.216,0.028,0.044,0.761,0.316,0.475,0.112,0.851,0.856,0.806,0.342,0.566,0.695,0.637,0.104,0.516,0.434,0.000,0.366,0.760,0.235,0.801,0.102,0.239,0.247,0.673,0.616,0.444,0.023,0.963,0.809,0.087,0.668,0.757,0.257,0.032,0.508,0.617,0.476,0.001
0.234,0.620,0.279,0.928,0.549,0.779,0.911,0.030,0.124,0.539,0.114,0.055,0.913,0.326,0.639,0.409,0.896,0.470,0.856,0.034,0.971,0.443,0.086,0.561,0.193,0.002,0.362,0.704,0.996,0.965,0.506,0.533,0.582,0.989,0.167,0.262,0.833,0.775,0.834,0.347
0.376,0.506,0.825,0.875,0.499,0.491,0.575,0.217,0.819,0.818,0.840,0.521,0.870,0.397,0.454,0.254,0.740,0.586,0.981,0.903,0.220,0.285,0.221,0.804,0.750,0.736,0.716,0.151,0.571,0.818,0.171,0.304,0.675,0.159,0.774,0.950,0.018,0.486,0.821,0.869
0.993,0.865,0.953,0.035,0.197,0.751,0.101,0.307,0.187,0.222,0.646,0.356,0.292,0.350,0.856,0.881,0.598,0.641,0.809,0.486,0.281,0.218,0.012,0.584,0.037,0.653,0.065,0.748,0.687,0.012,0.392,0.422,0.972,0.137,0.004,0.957,0.053,0.970,0.911,0.594
0.744,0.766,0.660,0.085,0.045,0.907,0.159,0.470,0.342,0.411,0.204,0.558,0.674,0.183,0.612,0.494,0.591,0.774,0.595,0.457,0.088,0.621,0.911,0.294,0.303,0.123,0.989,0.665,0.413,0.742,0.810,0.539,0.024,0.490,0.738,0.718,0.354,0.379,0.025,0.921
0.541,0.427,0.102,0.952,0.849,0.165,0.270,0.704,0.910,0.035,0.170,0.676,0.624,0.464,0.440,0.099,0.582,0.582,0.684,0.298,0.580,0.616,0.480,0.003,0.456,0.370,0.702,0.618,0.431,0.354,0.571,0.125,0.058,0.150,0.495,0.108,0.102,0.765,0.039,0.682
0.375,0.418,0.541,0.741,0.643,0.055,0.245,0.074,0.602,0.081,0.102,0.736,0.273,0.484,0.890,0.570,0.234,0.441,0.796,0.130,0.701,0.040,0.047,0.698,0.864,0.323,0.536,0.354,0.696,0.686,0.115,0.072,0.301,0.174,0.198,0.655,0.293,0.789,0.390,0.128
0.350,0.062,0.003,0.825,0.761,0.217,0.934,0.634,0.621,0.887,0.175,0.750,0.952,0.346,0.278,0.997,0.618,0.345,0.744,0.498,0.722,0.493,0.233,0.071,0.713,0.868,0.230,0.192,0.460,0.455,0.094,0.009,0.994,0.226,0.428,0.835,0.654,0.914,0.917,0.553
0.563,0.527,0.679,0.095,0.551,0.456,0.196,0.608,0.735,0.813,0.091,0.398,0.021,0.180,0.358,0.552,0.607,0.992,0.263,0.644,0.784,0.750,0.289,0.463,0.213,0.811,0.787,0.418,0.383,0.849,0.846,0.664,0.355,0.771,0.256,0.112,0.673,0.443,0.524,0.064
0.345,0.879,0.615,0.157,0.661,0.704,0.460,0.725,0.242,0.793,0.546,0.888,0.880,0.267,0.055,0.162,0.755,0.290,0.578,0.325,0.565,0.737,0.815,0.745,0.394,0.407,0.264,0.421,0.387,0.361,0.246,0.884,0.794,0.070,0.627,0.338,0.400,0.456,0.942,0.138
0.354,0.724,0.351,0.753,0.646,0.474,0.732,0.547,0.416,0.363,0.068,0.053,0.220,0.183,0.801,0.064,0.810,0.236,0.164,0.516,0.762,0.995,0.747,0.082,0.100,0.193,0.282,0.314,0.570,0.410,0.280,0.812,0.325,0.810,0.649,0.616,0.376,0.381,0.023,0.513
0.815,0.688,0.666,0.907,0.954,0.709,0.189,0.549,0.107,0.396,0.485,0.800,0.585,0.200,0.974,0.854,0.722,0.687,0.228,0.770,0.779,0.792,0.218,0.280,0.821,0.908,0.512,0.500,0.569,0.461,0.315,0.571,0.236,0.169,0.589,0.310,0.686,0.525,0.364,0.077
0.276,0.894,0.792,0.615,0.583,0.974,0.316,0.986,0.427,0.895,0.783,0.701,0.243,0.705,0.523,0.433,0.277,0.925,0.369,0.955,0.345,0.637,0.624,0.689,0.098,0.055,0.170,0.801,0.714,0.840,0.309,0.036,0.578,0.286,0.989,0.410,0.855,0.436,0.510,0.311
0.494,0.171,0.182,0.065,0.743,0.143,0.861,0.758,0.612,0.723,0.610,0.321,0.770,0.087,0.078,0.329,0.569,0.695,0.140,0.879,0.794,0.434,0.434,0.765,0.032,0.649,0.995,0.312,0.381,0.245,0.031,0.019,0.301,0.514,0.011,0.730,0.918,0.359,0.915,0.232
0.057,0.613,0.467,0.975,0.746,0.235,0.270,0.649,0.348,0.393,0.541,0.719,0.017,0.685,0.375,0.464,0.589,0.589,0.573,0.703,0.828,0.934,0.644,0.487,0.300,0.337,0.147,0.187,0.158,0.648,0.866,0.410,0.895,0.946,0.065,0.276,0.332,0.415,0.197,0.153
0.719,0.336,0.848,0.498,0.706,0.841,0.574,0.955,0.892,0.333,0.083,0.685,0.257,0.738,0.660,1.000,0.849,0.854,0.113,0.427,0.719,0.509,0.351,0.986,0.466,0.175,0.702,0.289,0.084,0.102,0.458,0.955,0.835,0.167,0.920,0.238,0.536,0.959,0.328,0.184
0.215,0.140,0.355,0.549,0.385,0.877,0.901,0.267,0.345,0.256,0.515,0.563,0.264,0.646,0.292,0.836,0.604,0.186,0.396,0.830,0.043,0.701,0.341,0.300,0.637,0.371,0.648,0.459,0.218,0.699,0.343,0.255,0.879,0.563,0.682,0.460,0.437,0.278,0.219,0.982
0.683,0.254,0.497,0.104,0.866,0.882,0.672,0.256,0.499,0.176,0.722,0.739,0.912,0.218,0.632,0.532,0.149,0.757,0.182,0.895,0.766,0.281,0.943,0.879,0.490,0.304,0.734,0.386,0.135,0.507,0.357,0.200,0.021,0.375,0.789,0.041,0.238,0.808,0.253,0.921
0.856,0.916,0.821,0.716,0.362,0.378,0.054,0.718,0.470,0.473,0.300,0.532,0.970,0.104,0.344,0.122,0.631,0.178,0.980,0.849,0.808,0.767,0.994,0.811,0.325,0.529,0.217,0.022,0.794,0.051,0.580,0.205,0.264,0.974,0.991,0.198,0.982,0.704,0.058,0.352
0.841,0.836,0.604,0.563,0.425,0.264,0.460,0.500,0.241,0.796,0.189,0.451,0.390,0.861,0.300,0.225,0.196,0.501,0.476,0.913,0.833,0.795,0.166,0.770,0.424,0.577,0.009,0.976,0.595,0.721,0.509,0.619,0.496,0.964,0.598,0.965,0.289,0.109,0.298,0.480
